,Asset Turnover (Average),Book Value Per Share * USD,COGS,Cap Spending USD Mil,Dividends USD,EBT Margin,Earnings Per Share USD,Financial Leverage (Average),Free Cash Flow Per Share * USD,Free Cash Flow USD Mil,Gross Margin,Gross Margin %,Interest Coverage,Key Ratios -> Growth,Key Ratios -> Profitability,Margins % of Sales,Net Income USD Mil,Net Int Inc & Other,Net Margin %,Operating Cash Flow USD Mil,Operating Income USD Mil,Operating Margin,Operating Margin %,Other,Payout Ratio % *,Profitability,R&D,Return on Assets %,Return on Equity %,Return on Invested Capital %,Revenue,Revenue USD Mil,SG&A,Shares Mil,Tax Rate %,Working Capital USD Mil,ticker,,Revenue %,Year over Year,3-Year Average,5-Year Average,10-Year Average,Operating Income %,Net Income %,EPS %,Key Ratios -> Cash Flow,Cash Flow Ratios,Operating Cash Flow Growth % YOY,Free Cash Flow Growth % YOY,Cap Ex as a % of Sales,Free Cash Flow/Sales %,Free Cash Flow/Net Income,Key Ratios -> Financial Health,Balance Sheet Items (in %),Cash & Short-Term Investments,Accounts Receivable,Inventory,Other Current Assets,Total Current Assets,Net PP&E,Intangibles,Other Long-Term Assets,Total Assets,Accounts Payable,Short-Term Debt,Taxes Payable,Accrued Liabilities,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Debt,Other Long-Term Liabilities,Total Liabilities,Total Stockholders' Equity,Total Liabilities & Equity,Liquidity/Financial Health,Current Ratio,Quick Ratio,Financial Leverage,Debt/Equity,Key Ratios -> Efficiency Ratios,Efficiency,Days Sales Outstanding,Days Inventory,Payables Period,Cash Conversion Cycle,Receivables Turnover,Inventory Turnover,Fixed Assets Turnover,Asset Turnover,Revenue CNY Mil,Operating Income CNY Mil,Net Income CNY Mil,Earnings Per Share CNY,Dividends CNY,Book Value Per Share * CNY,Operating Cash Flow CNY Mil,Cap Spending CNY Mil,Free Cash Flow CNY Mil,Free Cash Flow Per Share * CNY,Working Capital CNY Mil,Revenue EUR Mil,Operating Income EUR Mil,Net Income EUR Mil,Earnings Per Share EUR,Dividends EUR,Book Value Per Share * EUR,Operating Cash Flow EUR Mil,Cap Spending EUR Mil,Free Cash Flow EUR Mil,Free Cash Flow Per Share * EUR,Working Capital EUR Mil,Revenue CHF Mil,Operating Income CHF Mil,Net Income CHF Mil,Earnings Per Share CHF,Dividends CHF,Book Value Per Share * CHF,Operating Cash Flow CHF Mil,Cap Spending CHF Mil,Free Cash Flow CHF Mil,Free Cash Flow Per Share * CHF,Working Capital CHF Mil,Revenue CAD Mil,Operating Income CAD Mil,Net Income CAD Mil,Earnings Per Share CAD,Dividends CAD,Book Value Per Share * CAD,Operating Cash Flow CAD Mil,Cap Spending CAD Mil,Free Cash Flow CAD Mil,Free Cash Flow Per Share * CAD,Working Capital CAD Mil,Revenue MXN Mil,Operating Income MXN Mil,Net Income MXN Mil,Earnings Per Share MXN,Dividends MXN,Book Value Per Share * MXN,Operating Cash Flow MXN Mil,Cap Spending MXN Mil,Free Cash Flow MXN Mil,Free Cash Flow Per Share * MXN,Working Capital MXN Mil,Revenue ILS Mil,Operating Income ILS Mil,Net Income ILS Mil,Earnings Per Share ILS,Dividends ILS,Book Value Per Share * ILS,Operating Cash Flow ILS Mil,Cap Spending ILS Mil,Free Cash Flow ILS Mil,Free Cash Flow Per Share * ILS,Working Capital ILS Mil,Revenue AUD Mil,Operating Income AUD Mil,Net Income AUD Mil,Earnings Per Share AUD,Dividends AUD,Book Value Per Share * AUD,Operating Cash Flow AUD Mil,Cap Spending AUD Mil,Free Cash Flow AUD Mil,Free Cash Flow Per Share * AUD,Working Capital AUD Mil,Revenue TWD Mil,Operating Income TWD Mil,Net Income TWD Mil,Earnings Per Share TWD,Dividends TWD,Book Value Per Share * TWD,Operating Cash Flow TWD Mil,Cap Spending TWD Mil,Free Cash Flow TWD Mil,Free Cash Flow Per Share * TWD,Working Capital TWD Mil,Revenue ARS Mil,Operating Income ARS Mil,Net Income ARS Mil,Earnings Per Share ARS,Dividends ARS,Book Value Per Share * ARS,Operating Cash Flow ARS Mil,Cap Spending ARS Mil,Free Cash Flow ARS Mil,Free Cash Flow Per Share * ARS,Working Capital ARS Mil,Revenue SEK Mil,Operating Income SEK Mil,Net Income SEK Mil,Earnings Per Share SEK,Dividends SEK,Book Value Per Share * SEK,Operating Cash Flow SEK Mil,Cap Spending SEK Mil,Free Cash Flow SEK Mil,Free Cash Flow Per Share * SEK,Working Capital SEK Mil,Revenue JPY Mil,Operating Income JPY Mil,Net Income JPY Mil,Earnings Per Share JPY,Dividends JPY,Book Value Per Share * JPY,Operating Cash Flow JPY Mil,Cap Spending JPY Mil,Free Cash Flow JPY Mil,Free Cash Flow Per Share * JPY,Working Capital JPY Mil,Revenue KRW Mil,Operating Income KRW Mil,Net Income KRW Mil,Earnings Per Share KRW,Dividends KRW,Book Value Per Share * KRW,Operating Cash Flow KRW Mil,Cap Spending KRW Mil,Free Cash Flow KRW Mil,Free Cash Flow Per Share * KRW,Working Capital KRW Mil,Revenue GBP Mil,Operating Income GBP Mil,Net Income GBP Mil,Earnings Per Share GBP,Dividends GBP,Book Value Per Share * GBP,Operating Cash Flow GBP Mil,Cap Spending GBP Mil,Free Cash Flow GBP Mil,Free Cash Flow Per Share * GBP,Working Capital GBP Mil,Revenue IDR Mil,Operating Income IDR Mil,Net Income IDR Mil,Earnings Per Share IDR,Dividends IDR,Book Value Per Share * IDR,Operating Cash Flow IDR Mil,Cap Spending IDR Mil,Free Cash Flow IDR Mil,Free Cash Flow Per Share * IDR,Working Capital IDR Mil,Revenue RUB Mil,Operating Income RUB Mil,Net Income RUB Mil,Earnings Per Share RUB,Dividends RUB,Book Value Per Share * RUB,Operating Cash Flow RUB Mil,Cap Spending RUB Mil,Free Cash Flow RUB Mil,Free Cash Flow Per Share * RUB,Working Capital RUB Mil,Revenue INR Mil,Operating Income INR Mil,Net Income INR Mil,Earnings Per Share INR,Dividends INR,Book Value Per Share * INR,Operating Cash Flow INR Mil,Cap Spending INR Mil,Free Cash Flow INR Mil,Free Cash Flow Per Share * INR,Working Capital INR Mil,Revenue DKK Mil,Operating Income DKK Mil,Net Income DKK Mil,Earnings Per Share DKK,Dividends DKK,Book Value Per Share * DKK,Operating Cash Flow DKK Mil,Cap Spending DKK Mil,Free Cash Flow DKK Mil,Free Cash Flow Per Share * DKK,Working Capital DKK Mil,,Revenue BRL Mil,Operating Income BRL Mil,Net Income BRL Mil,Earnings Per Share BRL,Dividends BRL,Book Value Per Share * BRL,Operating Cash Flow BRL Mil,Cap Spending BRL Mil,Free Cash Flow BRL Mil,Free Cash Flow Per Share * BRL,Working Capital BRL Mil,Revenue THB Mil,Operating Income THB Mil,Net Income THB Mil,Earnings Per Share THB,Dividends THB,Book Value Per Share * THB,Operating Cash Flow THB Mil,Cap Spending THB Mil,Free Cash Flow THB Mil,Free Cash Flow Per Share * THB,Working Capital THB Mil,Revenue CLP Mil,Operating Income CLP Mil,Net Income CLP Mil,Earnings Per Share CLP,Dividends CLP,Book Value Per Share * CLP,Operating Cash Flow CLP Mil,Cap Spending CLP Mil,Free Cash Flow CLP Mil,Free Cash Flow Per Share * CLP,Working Capital CLP Mil,Revenue COP Mil,Operating Income COP Mil,Net Income COP Mil,Earnings Per Share COP,Dividends COP,Book Value Per Share * COP,Operating Cash Flow COP Mil,Cap Spending COP Mil,Free Cash Flow COP Mil,Free Cash Flow Per Share * COP,Working Capital COP Mil,Revenue PEN Mil,Operating Income PEN Mil,Net Income PEN Mil,Earnings Per Share PEN,Dividends PEN,Book Value Per Share * PEN,Operating Cash Flow PEN Mil,Cap Spending PEN Mil,Free Cash Flow PEN Mil,Free Cash Flow Per Share * PEN,Working Capital PEN Mil,Revenue ZAR Mil,Operating Income ZAR Mil,Net Income ZAR Mil,Earnings Per Share ZAR,Dividends ZAR,Book Value Per Share * ZAR,Operating Cash Flow ZAR Mil,Cap Spending ZAR Mil,Free Cash Flow ZAR Mil,Free Cash Flow Per Share * ZAR,Working Capital ZAR Mil,Revenue PHP Mil,Operating Income PHP Mil,Net Income PHP Mil,Earnings Per Share PHP,Dividends PHP,Book Value Per Share * PHP,Operating Cash Flow PHP Mil,Cap Spending PHP Mil,Free Cash Flow PHP Mil,Free Cash Flow Per Share * PHP,Working Capital PHP Mil,Revenue PLN Mil,Operating Income PLN Mil,Net Income PLN Mil,Earnings Per Share PLN,Dividends PLN,Book Value Per Share * PLN,Operating Cash Flow PLN Mil,Cap Spending PLN Mil,Free Cash Flow PLN Mil,Free Cash Flow Per Share * PLN,Working Capital PLN Mil,Revenue TRY Mil,Operating Income TRY Mil,Net Income TRY Mil,Earnings Per Share TRY,Dividends TRY,Book Value Per Share * TRY,Operating Cash Flow TRY Mil,Cap Spending TRY Mil,Free Cash Flow TRY Mil,Free Cash Flow Per Share * TRY,Working Capital TRY Mil
0,0.88,20.26,82.65,-2,,2.52,0.71,2.29,,27,17.35,17.3,3.61,,,TTM,19,-2.08,2.26,29,38,4.60,4.6,,,TTM,,1.99,4.20,3.05,100.00,824,12.75,24,10.19,,AVHI,Latest Qtr,,-114.29,,,,,,,,TTM,,,0.22,3.26,1.44,,Latest Qtr,16.23,0.77,65.18,0.11,82.30,3.18,2.88,11.64,100.00,3.57,,,3.13,4.47,11.17,45.22,,56.38,43.62,100.00,Latest Qtr,7.37,1.52,2.29,1.04,,TTM,3.60,351.18,19.90,334.88,101.35,1.04,24.44,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.40,6.68,84.57,-37,0.82,1.31,0.86,8.90,,68,15.43,15.4,1.61,,,TTM,33,-2.17,1.04,105,86,3.49,3.5,0.67,95.3,TTM,,1.45,14.33,6.79,100.00,"2,461",11.27,30,,,SHLM,Latest Qtr,,-101.90,,,,,,,,TTM,,,1.50,2.76,2.05,,Latest Qtr,3.04,23.29,15.76,2.46,44.55,17.03,33.98,4.44,100.00,18.18,1.83,0.28,6.20,,26.48,50.29,12.00,88.77,11.23,100.00,Latest Qtr,1.68,0.99,8.90,4.49,,TTM,58.23,47.36,52.51,53.07,6.27,7.71,8.02,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.40,4.39,69.74,-29,0.26,19.09,0.95,1.32,,29,30.26,30.3,,,,TTM,50,0.09,12.77,59,75,19.00,19.0,0.02,27.4,TTM,,17.90,23.05,23.05,100.00,393,11.24,53,33.12,,AAON,Latest Qtr,,-3.45,,,,,,,,TTM,,,7.49,7.48,0.59,,Latest Qtr,11.50,18.93,21.81,1.91,54.15,45.63,,0.23,100.00,6.25,,1.25,7.26,5.24,20.00,,4.03,24.03,75.97,100.00,Latest Qtr,2.71,1.52,1.32,,,TTM,51.43,72.97,17.43,106.97,7.10,5.00,3.09,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.75,12.21,44.89,-8,0.56,18.57,1.19,1.15,,33,55.11,55.1,,,,TTM,27,1.08,11.98,41,40,17.49,17.5,,47.1,TTM,9.72,8.98,10.31,10.30,100.00,228,27.90,23,35.47,,ABAX,Latest Qtr,,-42.00,,,,,,,,TTM,,,3.41,14.48,1.21,,Latest Qtr,46.49,12.73,12.21,1.52,72.94,10.75,0.34,15.97,100.00,2.62,,0.47,7.47,0.94,11.50,0.07,1.82,13.40,86.60,100.00,Latest Qtr,6.34,5.15,1.15,,,TTM,61.52,134.18,27.92,167.78,5.93,2.72,6.83,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.01,1.92,,-0,,,-0.66,1.07,,-21,,,,,,TTM,-26,-108.54,,-21,-25,,,96.01,,TTM,,-30.52,-33.74,-32.50,100.00,1,,40,,,ABEO,Latest Qtr,,62.50,,,,,,,,TTM,,,19.82,,0.82,,Latest Qtr,59.04,0.12,,1.84,61.00,0.76,38.16,0.08,100.00,2.13,,,,0.63,2.76,,3.36,6.11,93.89,100.00,Latest Qtr,22.13,21.46,1.07,,,TTM,149.03,,,,2.45,,1.19,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.32,0.14,56.01,-0,,-110.55,-0.44,6.38,,-16,43.99,44.0,,,,TTM,-11,1.93,-109.86,-15,-11,-112.47,-112.5,18.03,,TTM,,-35.02,-120.30,-120.30,100.00,10,138.43,25,,,ABIL,Latest Qtr,,,,,,,,,,TTM,,,1.89,-158.40,1.44,,Latest Qtr,26.16,9.32,1.54,56.14,93.16,6.84,,,100.00,,,0.24,1.00,82.00,83.24,,1.09,84.33,15.67,100.00,Latest Qtr,1.12,0.43,6.38,,,TTM,74.85,68.09,19.82,123.12,4.88,5.36,8.74,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.86,13.68,16.20,-58,,24.07,2.04,1.15,,93,83.80,83.8,,,,TTM,92,0.45,18.27,151,119,23.62,23.6,,,TTM,13.67,15.77,18.38,17.80,100.00,505,46.51,45,24.08,,ABMD,Latest Qtr,,170.00,,,,,,,,TTM,,,11.42,18.47,1.01,,Latest Qtr,37.89,8.25,5.85,1.30,53.29,14.06,7.25,25.40,100.00,2.40,,0.60,4.47,1.65,9.12,,3.80,12.92,87.08,100.00,Latest Qtr,5.84,5.06,1.15,0.03,,TTM,37.59,161.03,68.62,130.00,9.71,2.27,6.82,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.24,,,,,-74.24,,2.92,,,,,,,,TTM,,3.16,-74.24,,,-77.40,-77.4,0.02,,TTM,153.52,-17.89,-47.81,-23.57,100.00,,24.07,61,,,ABLX,Latest Qtr,,,,,,,,,,TTM,,,5.85,-124.51,1.68,,Latest Qtr,86.25,,,3.25,89.50,1.66,0.60,8.24,100.00,,,,,21.89,21.89,,43.92,65.81,34.19,100.00,Latest Qtr,4.09,4.07,2.92,1.28,,TTM,14.66,,,,24.90,,16.88,0.24,,,,,,,,,,,,66,-51,-49,-0.85,,1.27,-79,-4,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.40,0.66,29.27,-79,,18.83,0.10,2.07,,-52,70.73,70.7,6.20,,,TTM,15,-0.84,18.83,27,15,19.66,19.7,30.71,,TTM,,7.61,22.33,11.96,100.00,79,20.36,155,,,AXAS,Latest Qtr,,-76.46,,,,,,,,TTM,,,99.83,-65.63,-3.49,,Latest Qtr,0.36,7.27,,0.79,8.43,90.24,,1.33,100.00,11.92,0.11,,0.37,5.06,17.46,29.75,4.38,51.60,48.40,100.00,Latest Qtr,0.48,0.44,2.07,0.61,,TTM,49.84,,388.99,,7.32,,0.45,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.04,,,,,-671.39,,1.11,,,,,-102.34,,,TTM,,-10.51,-671.39,,,-660.89,-660.9,,,TTM,561.70,-24.70,-27.30,-27.04,100.00,,199.18,57,,,ACIU,Latest Qtr,,-16.67,,,,,,,,TTM,,,39.53,-711.47,1.06,,Latest Qtr,93.44,2.20,,2.24,97.88,2.02,,0.10,100.00,,,,5.44,1.12,6.56,,3.62,10.18,89.82,100.00,Latest Qtr,14.93,14.58,1.11,,,TTM,125.85,,,,2.90,,3.05,0.04,,,,,,,,,,,,,,,,,,,,,,,5,-35,-35,-0.63,,1.99,-35,-2,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.93,13.06,55.52,-15,,17.22,2.99,1.15,,67,44.48,44.5,,,,TTM,123,0.56,25.57,82,73,16.66,16.7,,,TTM,19.76,23.87,29.03,29.03,100.00,441,8.07,42,,,ACIA,Latest Qtr,,-48.84,,,,,,,,TTM,,,3.41,15.17,0.54,,Latest Qtr,48.78,16.13,8.43,2.96,76.30,4.23,,19.47,100.00,6.44,,0.16,6.00,0.22,12.82,,0.42,13.23,86.77,100.00,Latest Qtr,5.95,5.06,1.15,,,TTM,81.68,59.02,64.53,76.17,4.47,6.18,19.09,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.22,7.97,84.63,,,150.70,2.40,1.09,,57,15.37,15.4,,,,TTM,122,185.25,144.83,57,-29,-34.56,-34.6,5.87,,TTM,1.85,31.79,35.94,35.94,100.00,84,42.21,51,4.23,,ACTG,Latest Qtr,,,,,,,,,,TTM,,,,67.99,0.47,,Latest Qtr,35.94,0.07,,0.80,36.81,,15.27,47.93,100.00,,,,,6.24,6.24,,2.31,8.55,91.45,100.00,Latest Qtr,5.90,5.77,1.09,,,TTM,117.44,,115.22,,3.11,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.44,28.32,58.40,-287,,7.77,1.99,2.55,,86,41.60,41.6,,,,TTM,172,-5.96,6.11,373,386,13.73,13.7,16.70,,TTM,,2.69,7.27,2.95,100.00,"2,815",11.17,87,21.62,,ACHC,Latest Qtr,,-138.24,,,,,,,,TTM,,,10.21,3.05,0.50,,Latest Qtr,1.19,5.40,0.07,0.64,7.31,46.77,44.42,1.50,100.00,1.50,0.55,0.20,2.74,0.40,5.38,50.99,4.41,60.78,39.22,100.00,Latest Qtr,1.36,1.23,2.55,1.30,,TTM,37.17,1.04,20.86,17.35,9.82,349.90,0.98,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.18,3.04,8.92,-1,,-319.28,-2.46,1.10,,-252,91.08,91.1,,,,TTM,-299,4.17,-320.71,-251,-302,-323.45,-323.4,,,TTM,146.01,-58.04,-62.64,-62.64,100.00,93,268.52,122,,,ACAD,Latest Qtr,,-13.11,,,,,,,,TTM,,,1.13,-270.31,0.84,,Latest Qtr,88.62,3.69,1.34,3.52,97.16,0.72,1.43,0.69,100.00,0.72,,,8.02,,8.74,,0.06,8.80,91.20,100.00,Latest Qtr,11.12,10.57,1.10,,,TTM,35.33,215.62,126.91,124.03,10.33,1.69,30.34,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,262.30,,,,,1.33,,,-162.30,-162.3,-649.39,,,TTM,,,,,,,,,,TTM,,-37.32,-40.16,-40.74,100.00,,,11,,,ACST,Latest Qtr,,6.90,,,,,,,,TTM,,,,,0.85,,Latest Qtr,26.97,1.23,,1.42,29.62,13.55,56.83,,100.00,,,,,17.16,17.16,7.64,0.26,25.06,74.94,100.00,Latest Qtr,1.73,1.64,1.33,0.10,,TTM,2437.37,,8342.54,,0.15,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-10,-10,-0.92,,0.79,-6,-2,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.01,2.35,,-2,,,-1.20,1.05,,-57,,,,,,TTM,-64,33.00,,-55,-64,,,112.11,,TTM,972.25,-54.88,-57.77,-58.43,100.00,2,,53,,,AXDX,Latest Qtr,,-8.82,,,,,,,,TTM,,,103.15,,0.90,,Latest Qtr,89.14,0.82,5.39,1.11,96.45,3.45,0.10,,100.00,1.01,,,2.74,0.79,4.54,,,4.54,95.46,100.00,Latest Qtr,21.23,19.80,1.05,,,TTM,110.53,,,,3.30,,0.44,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
